index,review_text,review_rating,review_title
3150,Its awesome love this iphone and amazon services too,5.0 out of 5 stars,Good one
3151,"...........,;",5.0 out of 5 stars,..........
3152,Best in price,5.0 out of 5 stars,Excellent
3153,Amazing phone at 38000,5.0 out of 5 stars,Good deal
3154,Switch iphone 7 to iphone xr,5.0 out of 5 stars,Awesome
3155,User friendly and affordable,5.0 out of 5 stars,Value for money
3156,Nice,5.0 out of 5 stars,Nice
3157,Good,5.0 out of 5 stars,Worth
3158,Really nice and great experience.,5.0 out of 5 stars,Awesome iphone
3159,Best phone with superb battery backup,5.0 out of 5 stars,One of the best iPhone
3160,Google,5.0 out of 5 stars,Good
3161,Price,5.0 out of 5 stars,Great thing in small price
3162,super,5.0 out of 5 stars,super
3163,Disappointed camera quality is soooooo poor,3.0 out of 5 stars,Not upto the mark totally disappointed
3164,Got it for 36k after discount.. great price,5.0 out of 5 stars,Master piece at a great price
3165,Best latest Apple mobile for the best price,5.0 out of 5 stars,XR
3166,Lightning connector is missing from the box,5.0 out of 5 stars,Lightning connector
3167,Its a great phone.. value for money,5.0 out of 5 stars,iPhone XR
3168,All things good for expectations...,5.0 out of 5 stars,Wow ...
3169,"""fingerprint reader"", ""camera quality"" and ""battery",5.0 out of 5 stars,I never regret for buying this mobile
3170,I’ve used it for 2 months now and i have no problem,5.0 out of 5 stars,No complaints
3171,It was an upgrade from 6S to XR not happy that much,3.0 out of 5 stars,Can buy
3172,Great battery life and good camera and superb chip,4.0 out of 5 stars,Good for playing games
3173,All are good,5.0 out of 5 stars,Good
3174,Just awesome,5.0 out of 5 stars,Best battery ever in an iPhone
3175,Up to mark👍,5.0 out of 5 stars,Great phone
3176,Nice product,5.0 out of 5 stars,Nice product
3177,Still searching for issues.,5.0 out of 5 stars,Best phone
3178,Nice phone battery back up is super,5.0 out of 5 stars,Super phone
3179,Love this phone. Very very good in battery.,5.0 out of 5 stars,Battery life awesome
3180,Awesome product from apple,5.0 out of 5 stars,Genuine review
3181,I just bought 1 month back and it’s awesome.,5.0 out of 5 stars,Awesome mobile
3182,My dream mobile☺️☺️,5.0 out of 5 stars,Thanks for fast service ☺️☺️
3183,Charging takes time,5.0 out of 5 stars,Charging
3184,Nothing like iPhone,5.0 out of 5 stars,Nothing like iPhone
3185,Nice n smooth running phone.,5.0 out of 5 stars,Good handset
3186,Superb,5.0 out of 5 stars,C
3187,Nice,5.0 out of 5 stars,Good phone
3188,Good,5.0 out of 5 stars,good
3189,Good,5.0 out of 5 stars,Good
3190,Good,5.0 out of 5 stars,Good
3191,Awsome product. Best one for apple lovers.,5.0 out of 5 stars,Satisfied
3192,Sir I am facing problems with this product,1.0 out of 5 stars,Problem with this product
3193,Good phone brought it during Diwali sales!,5.0 out of 5 stars,iPhone 👍
3194,Value for money in Apple products.,4.0 out of 5 stars,Value for money
3195,Superb phone .I got it 40100 only.,4.0 out of 5 stars,Ultimate phone
3196,its wrost of mony not batter than sumsung s9 pluse,3.0 out of 5 stars,hacking
3197,Good Phone.,4.0 out of 5 stars,Okay Okay
3198,beautiful product with long lasting battery backup,5.0 out of 5 stars,iphoneXR
3199,Just aswome,5.0 out of 5 stars,Just awsome
3200,Good,5.0 out of 5 stars,Good
3201,XR is better then onepluse,4.0 out of 5 stars,Awesome phone
3202,"Nice product, worth buying",5.0 out of 5 stars,Really nice
3203,Overall everything is good,5.0 out of 5 stars,Recommend to buy
3204,"Good product,it's Apple by the way",4.0 out of 5 stars,Amazing XR
3205,Very nice product,5.0 out of 5 stars,Very Nice
3206,Five star,5.0 out of 5 stars,Five star apple lover..
3207,Amazing product and fast delivery,5.0 out of 5 stars,Super fast amazon
3208,"Face recognizing is OK,  not faster than other flagship phones",5.0 out of 5 stars,Nice phone
3209,Apple always super,4.0 out of 5 stars,Apple always super
3210,I like the product,5.0 out of 5 stars,Wow
3211,Classy look and amazing experience,5.0 out of 5 stars,Worth every penny!!
3212,Amazing product..... price could have been but cheaper.....:,5.0 out of 5 stars,Amazing product....
3213,"My first apple product, and now i m a fan",5.0 out of 5 stars,GREAT ONE FOR ME
3214,Everything is awesome except battery life,5.0 out of 5 stars,Battery life is disappointing
3215,Good nd great mobile in all apple mobiles,5.0 out of 5 stars,Nice
3216,Everything z perfect,5.0 out of 5 stars,Awesome
3217,Not happy with the product it's getting over heat,4.0 out of 5 stars,Overheating
3218,The phone works amazing well with great features.,5.0 out of 5 stars,Worth the Price
3219,Battery life and the camera options are very good,5.0 out of 5 stars,Fantasy product.. true value for the Maloney paid
3220,Overall amazing product Apple is always an apple.,5.0 out of 5 stars,IPhone
3221,Still superb in this price range @ Rs 44999/128gb,5.0 out of 5 stars,Love Apple
3222,Excellent battery backup & camera,5.0 out of 5 stars,Value for money
3223,Excellent product worth for money,5.0 out of 5 stars,XR
3224,Nice phone with good battery life,5.0 out of 5 stars,Good battery life and awesome phone
3225,Nice phone,5.0 out of 5 stars,Good overall
3226,Best one👌,5.0 out of 5 stars,Go for it 👍🏻
3227,Perfect 👍,5.0 out of 5 stars,Loved iT
3228,Good phone,5.0 out of 5 stars,My review
3229,Best class,4.0 out of 5 stars,Best Class
3230,Good phone,5.0 out of 5 stars,Very nice 5 star
3231,Nice phone,5.0 out of 5 stars,Review about iPhone Xr
3232,Looking very bad compare to other I phones,1.0 out of 5 stars,Looking
3233,iPhones are class apart.!,5.0 out of 5 stars,Buy it if you are an Apple fanboy
3234,Best camera in this price,5.0 out of 5 stars,Awesome camera
3235,Battery life it’s awesome,5.0 out of 5 stars,Battery life is very good. I suggest this phone
3236,Great product compared to iPhone X,5.0 out of 5 stars,Great product
3237,Excellent phone... Thanks amazon for quick delivery,5.0 out of 5 stars,Excellent phone..
3238,Excellent battery backup but no fingerprint sensor,5.0 out of 5 stars,Excellent budget Iphone
3239,No review needed!!!! Apple is Apple always,5.0 out of 5 stars,Superb! Go for it
3240,Awesome go for it,5.0 out of 5 stars,Beast!!!!!
3241,Excellent Phone👍,5.0 out of 5 stars,iPhone Xr
3242,Great battery backup. More than expected.,5.0 out of 5 stars,Great phone. Must buy.Go for it
3243,Great phone on great price,5.0 out of 5 stars,Battery phone 40K
3244,Better choice that X or XS,5.0 out of 5 stars,Good product
3245,Awesome mobile Good Product Delivered by Amazon,5.0 out of 5 stars,Good Product
3246,Good,5.0 out of 5 stars,"Don't buy, it's not worth"
3247,100% genuine product,5.0 out of 5 stars,Superrrr
3248,"Good Face Recognition, Fair Battery life",5.0 out of 5 stars,.
3249,That was first i phone nd i lut it......,5.0 out of 5 stars,Luv it....
3250,"Awesome 👍 product, little weight might be more.",4.0 out of 5 stars,9951877012
3251,awasome phone smooth touch and very good display,5.0 out of 5 stars,Very good phone at this price
3252,There is a dust particle inside the rear camera.,1.0 out of 5 stars,Dust particle in rear camera
3253,Good phone as it comes in a very great price😄😄,5.0 out of 5 stars,Iphone xr
3254,"Battery is good, I am Happy with this new phone.",5.0 out of 5 stars,Battery is good
3255,Best phone under 50k price range,5.0 out of 5 stars,Awesome
3256,Best iPhone at this price range.,5.0 out of 5 stars,Value for money
3257,Excellent phone! Value for money,5.0 out of 5 stars,Excellent phone
3258,Love this,5.0 out of 5 stars,Everyone have this
3259,Very good,5.0 out of 5 stars,Good
3260,Good deal,5.0 out of 5 stars,Good deal
3261,Excellent,5.0 out of 5 stars,Value for money
3262,very good,5.0 out of 5 stars,excellent
3263,Worth everything. Apple❤,5.0 out of 5 stars,"If you dont have an Iphone, you dont have an Iphone"
3264,Not so good as iPhone 6s,4.0 out of 5 stars,Good phone
3265,Less than 4 phone has stopped working completely,1.0 out of 5 stars,Not a great pho e
3266,Excellent phone,5.0 out of 5 stars,Nice
3267,I think the back button is still hidden.Camera is absolutely best.,4.0 out of 5 stars,Back button should be in a priority manner and ease to go back
3268,"Awesome phone, a very good camera quality",5.0 out of 5 stars,Iphone Xr
3269,Worth to buy...!,5.0 out of 5 stars,Good
3270,A fantastic ❤️😍,5.0 out of 5 stars,Love it
3271,Don’t take online charging is point is not working on 4 day,4.0 out of 5 stars,Worst
3272,Awesome mobile thanks amazon for offer 🤗,4.0 out of 5 stars,Thanks Amazon for amazing offer and fast delivery
3273,Best bye rs 48250 only,5.0 out of 5 stars,IOS u just love it
3274,Perfect iPhone if you are switching fom any android device.,5.0 out of 5 stars,Perfect iPhone for new users
3275,But issue with haptics but overall good,4.0 out of 5 stars,Good
3276,Worste packing mobile box fully damaged,1.0 out of 5 stars,Worste
3277,Defective product received. kindly exchange it.,3.0 out of 5 stars,defective phone
3278,Long life bettery big display and amazing price,5.0 out of 5 stars,Good phone
3279,Awesome Mobile I am very Happy with iPhone xr🌹,5.0 out of 5 stars,Awesome
3280,"Camera quality is not good,battery life is good",4.0 out of 5 stars,Camera quality should increase then okay
3281,wonderful camera quality and best screen touch.,5.0 out of 5 stars,best phone of apple
3282,Defective.. there is a blue dot in the display.,1.0 out of 5 stars,Display problem
3283,Quick and easy....apple is best,5.0 out of 5 stars,Excellent buy
3284,Always good technology by Apple,5.0 out of 5 stars,Smart phone
3285,It's a Master piece from Apple.,5.0 out of 5 stars,It's Awesome!!
3286,Awesome!,5.0 out of 5 stars,Awesome
3287,Good one,5.0 out of 5 stars,Worth to buy
3288,Good one,3.0 out of 5 stars,Good product
3289,Very good product,4.0 out of 5 stars,Amazing
3290,The best ever in budget,5.0 out of 5 stars,Best phone
3291,Battery Life is Superb.,5.0 out of 5 stars,Awesome
3292,Not fingerprint face ID,5.0 out of 5 stars,Best phone
3293,Good phone but camera quality could be improved,5.0 out of 5 stars,Sweet
3294,super,5.0 out of 5 stars,super
3295,FULLFILEED NOT BOX AS THERE DESCRIBE IN PRODUCT,2.0 out of 5 stars,NOT FULLFILLED PRODUCT WITH FULL BOX
3296,Good and Stable Product,5.0 out of 5 stars,Iphone does not disappoint
3297,Good,5.0 out of 5 stars,Good
3298,Amazing quality,5.0 out of 5 stars,Very good product
3299,Good product :),5.0 out of 5 stars,Good product
3300,Nice experience,5.0 out of 5 stars,Good product
3301,Very good ouine,5.0 out of 5 stars,Good product
3302,Value for money,5.0 out of 5 stars,Great deal
3303,Fantastic. Nothing more.,5.0 out of 5 stars,Wow Apple
3304,Phone is quite heavy,5.0 out of 5 stars,Overall good phone
3305,It’s good but still chances for better,5.0 out of 5 stars,Ip
3306,Awesome product this. I really enjoyed,5.0 out of 5 stars,Superb phone
3307,Excellent phone,5.0 out of 5 stars,Xr
3308,Decent battery life. Good performance.,5.0 out of 5 stars,Decent purchase.
3309,Liked the iPhone. Camera is very good.,5.0 out of 5 stars,Good one
3310,After iOS 13.1 update the batter has improved a loot !!,5.0 out of 5 stars,Iphone xr
3311,Face reader is so fast in recognition & action,5.0 out of 5 stars,Worth using
3312,Recommend premium phone in range of 40k to 50k,5.0 out of 5 stars,Best budget premium phone
3313,There is no finger print sensor in this device,5.0 out of 5 stars,All good
3314,Excellent battery life and extraordinary speed,5.0 out of 5 stars,Innovator
3315,Awesome phone,5.0 out of 5 stars,Loved it😍
3316,Product is genuine.,5.0 out of 5 stars,Genuine product
3317,I liked XR. But camera quality is not so good.,5.0 out of 5 stars,Cool
3318,A value for money product having excellent built quality,5.0 out of 5 stars,Awesome Built Quality
3319,Awasome,5.0 out of 5 stars,Nothing to say abt apple.
3320,Nothing,5.0 out of 5 stars,Best
3321,Awesome,4.0 out of 5 stars,Very awesome
3322,Great product no flaws,5.0 out of 5 stars,Befitting feedback
3323,Delivery on time,5.0 out of 5 stars,Adorable
3324,Awesome phone,5.0 out of 5 stars,Awesome
3325,waiting to upgrade for ios 13 in india,5.0 out of 5 stars,"over all is good , waiting to upgrade for ios 13"
3326,Superb quality,4.0 out of 5 stars,Awesome
3327,Awesome mobile,5.0 out of 5 stars,Awesome
3328,Best buy ever!,5.0 out of 5 stars,Perfect
3329,Best so far!!!,5.0 out of 5 stars,Performance
3330,Battery could be more effective,4.0 out of 5 stars,Worth it
3331,awsm phn,5.0 out of 5 stars,www
3332,As per my choice,5.0 out of 5 stars,Best
3333,Bit heavy. Cam clarity is good.,5.0 out of 5 stars,Nice
3334,Very good phone response is very good,4.0 out of 5 stars,Nice phone
3335,"Price and quality as not expected...,",1.0 out of 5 stars,Price and quality not matched.
3336,An iPhone is with long battery life ❤,5.0 out of 5 stars,Amazing Phone
3337,Awesome mobile with great camera performance.,5.0 out of 5 stars,Awesome
3338,I like the battery performance of this iphone,5.0 out of 5 stars,If you wanna buy iphone then buy only IPhone XR.
3339,Nice phone for a great price.,5.0 out of 5 stars,Great Bargain
3340,Budget iphone with Big screen,5.0 out of 5 stars,Big screen
3341,It got stuck in the beginning,2.0 out of 5 stars,Hang
3342,I loved it. Doing Iphone filmmaking,5.0 out of 5 stars,Brilliant
3343,Battery charging is slow.....,3.0 out of 5 stars,Slow charging
3344,Good,5.0 out of 5 stars,Good
3345,Superb,4.0 out of 5 stars,Nice
3346,Superb,4.0 out of 5 stars,Superb
3347,IPhone XR..,5.0 out of 5 stars,Always d Best !!!
3348,There is mo fingerprint reader to rate,4.0 out of 5 stars,Good value for money iphone!
3349,Awesome phone,5.0 out of 5 stars,Very worthy
3350,Great product,5.0 out of 5 stars,As expected
3351,Good performance and an awsome product from Apple,5.0 out of 5 stars,Superb
3352,no finger print reader,3.0 out of 5 stars,no finger print reader
3353,Amazing battery life. Perfect apple buy at current time.,5.0 out of 5 stars,Perfect buy.
3354,Nothing,4.0 out of 5 stars,Nice
3355,Everything great,5.0 out of 5 stars,Great
3356,The product is not at all satisfying,1.0 out of 5 stars,The product is not at all satisfying
3357,Best in class & most affordable one.,5.0 out of 5 stars,Most affordable premium phone.
3358,Fully satisfied with my new phone !!,5.0 out of 5 stars,Best iPhone so far
3359,Stunning phone under budget...go for it ❤️❤️,5.0 out of 5 stars,Iphone xr
3360,It's really great deal to by I phone xr128gb,5.0 out of 5 stars,Very good product
3361,"Switch to iphone 6 to xr , best phone ever❤️",5.0 out of 5 stars,Best phone ever
3362,"just go for it, buy it. Don't think so much.",5.0 out of 5 stars,Bro! it's all good
3363,Best value for money among the apple line up,5.0 out of 5 stars,Value for money
3364,Very nice and useful product,5.0 out of 5 stars,iPhone XR Value for Money
3365,Best iphone I have ever used,5.0 out of 5 stars,Best iphone
3366,Super,4.0 out of 5 stars,Super
3367,Nalla,4.0 out of 5 stars,Nalla
3368,Great,5.0 out of 5 stars,Awesome
3369,Gift me Iphone 11pro,5.0 out of 5 stars,Awesome
3370,This is the best iPhone ever...,5.0 out of 5 stars,You won’t get a iPhone like this..absolutely beast
3371,Very good product front facing camera could be improved.,5.0 out of 5 stars,I love dis phone.
3372,Better comparing to previous apple series.,5.0 out of 5 stars,Excellent in all iphones
3373,Poor quality,1.0 out of 5 stars,Very poor
3374,Excellent on all the three parameters,5.0 out of 5 stars,Worth it !
3375,Product is good but amazon offer is worst,1.0 out of 5 stars,About amazon sales
3376,Good Quality,5.0 out of 5 stars,Nice Phone
3377,Good product,5.0 out of 5 stars,Superb mobile 👍
3378,Good product,4.0 out of 5 stars,Good phone
3379,Good,5.0 out of 5 stars,Hoof
3380,Good phone,5.0 out of 5 stars,Amazing product.
3381,Battery life very good and value for money low price camera good,3.0 out of 5 stars,Iphone XR
3382,Phone is too weighed and thik also.,3.0 out of 5 stars,Not slim
3383,Great quality. Good product so far.,5.0 out of 5 stars,Priya.92
3384,Beautiful product,5.0 out of 5 stars,Good experience with Amazon
3385,Best value for money smartphone. Loved it !,5.0 out of 5 stars,Excellent phone !
3386,Ring tone is very very low since few days ?,2.0 out of 5 stars,Ring tone issue
3387,Camera quality is top class and good battey,5.0 out of 5 stars,Nice phone
3388,U can feel the smoothness while using phone,5.0 out of 5 stars,Worth buying
3389,#NAME?,5.0 out of 5 stars,Awesome phone
3390,It’s a genuine product with Apple warranty.,5.0 out of 5 stars,iPhone XR black - Happy to buy it online
3391,Worth of money. Must to try,5.0 out of 5 stars,Best of battery life till now for iPhone
3392,Best device in all features,5.0 out of 5 stars,Go for it
3393,Awesome.. Best iPhone ever.,5.0 out of 5 stars,Best IPhone
3394,Superb..!! Thank you Amazon,5.0 out of 5 stars,APPLE XR
3395,Good,4.0 out of 5 stars,Good
3396,Good,5.0 out of 5 stars,Its iphone!
3397,Nice,5.0 out of 5 stars,Excellent phone
3398,Good,4.0 out of 5 stars,V
3399,Good,5.0 out of 5 stars,Ok
3400,Good,3.0 out of 5 stars,Good
3401,Good,5.0 out of 5 stars,Genuine product
3402,Good,5.0 out of 5 stars,Good
3403,Good,5.0 out of 5 stars,Good
3404,Good,5.0 out of 5 stars,Good
3405,Good,5.0 out of 5 stars,Good
3406,Good,5.0 out of 5 stars,Good
3407,Awesome iPhone at best price,5.0 out of 5 stars,Best value for money
3408,Really go for it without hesitating you wont regret it,5.0 out of 5 stars,Wont be disappointed
3409,best buy good Prise,5.0 out of 5 stars,Best Phone
3410,best buy good Prise,5.0 out of 5 stars,Best Phone
3411,Super quality phone,5.0 out of 5 stars,Got it at 38k worth it
3412,Best phone in world,4.0 out of 5 stars,Awesome
3413,Excellent phone but charging problem is minus here,5.0 out of 5 stars,Excellent
3414,Wonderful phone nice cam clarify and battery pack up.,5.0 out of 5 stars,Super fast phone
3415,I liked it,4.0 out of 5 stars,Worth it
3416,Great phone,5.0 out of 5 stars,Great phone
3417,Super Duper,5.0 out of 5 stars,Super Duper
3418,Superb.....,5.0 out of 5 stars,Great phone
3419,Nice phone,5.0 out of 5 stars,Nice phone
3420,Thank you Amazon... this iPhone is incredible..,5.0 out of 5 stars,Excellent product
3421,Battery life is good,4.0 out of 5 stars,Execlent phone
3422,Earphones damaged in just 5 months,5.0 out of 5 stars,Earphon
3423,Love the phone and the color white,5.0 out of 5 stars,Awesome
3424,Really loved it ... awesome mobile,5.0 out of 5 stars,Awesome
3425,Excellent purchase.. thanks Amazon,5.0 out of 5 stars,I phone XR
3426,"Very good phone, good battery life",5.0 out of 5 stars,Good phone
3427,Sometimes hangs... rest everything is good,4.0 out of 5 stars,Hangs sometimes
3428,Osm phone great bettery life Gajab lok hai,5.0 out of 5 stars,Isse badiya phn ni aaya bhaiyo
3429,Nice product .Brought in 38 K during sell.,5.0 out of 5 stars,Best Iphone in budget
3430,No fingerprint reader. Face unlock is nice,5.0 out of 5 stars,Nice product
3431,Nice product and worth for money,5.0 out of 5 stars,Aaa+ Seller
3432,All functionalities is great in Iphone XR.,5.0 out of 5 stars,One of the best Iphone is XR :)
3433,Love with this product thank you Amazon 😊,5.0 out of 5 stars,Love with product
3434,Apple without any doubt its the best ph ❤️,5.0 out of 5 stars,❤️❤️❤️
3435,"Great phone .Perfectly working ,no issues.",5.0 out of 5 stars,Great product
3436,Best phone in all iphones i have ever used,4.0 out of 5 stars,Everythinf is best except battery life
3437,"Fingerprints not so good,baki all is good.",5.0 out of 5 stars,Satisfied
3438,Long battery life loved it,5.0 out of 5 stars,Nice
3439,Best phone Apple iPhone xR,5.0 out of 5 stars,You should buy this phone
3440,It’s very good & I like it,5.0 out of 5 stars,Amazing one
3441,Its not at all satisfying.,2.0 out of 5 stars,Not happy
3442,Super,5.0 out of 5 stars,Amazon best service
3443,Good product,5.0 out of 5 stars,Good product
3444,It's face recognition system is brilliant.,5.0 out of 5 stars,Face Id
3445,Nice one. Complete,5.0 out of 5 stars,Excellent
3446,I like it products,5.0 out of 5 stars,Bast fon
3447,The phone is good.,4.0 out of 5 stars,Good phone
3448,Everything is okay,5.0 out of 5 stars,Awesome
3449,Very nice Product,5.0 out of 5 stars,Good Product
3450,Perfect in every aspect....,5.0 out of 5 stars,Impeccable
3451,Good phone,5.0 out of 5 stars,Good phone
3452,Good phone,5.0 out of 5 stars,Nice
3453,Nice phone,3.0 out of 5 stars,Nice phone
3454,Nice phone,5.0 out of 5 stars,iPhone XR
3455,Good phone,4.0 out of 5 stars,Good phone
3456,Nice phone,5.0 out of 5 stars,Good cost
3457,Good,5.0 out of 5 stars,Good
3458,Better battery life when compare to others,5.0 out of 5 stars,Xr
3459,Everything you need on iphone Xseries features in ₹60000,5.0 out of 5 stars,Best iphone for ₹60000
3460,Good,5.0 out of 5 stars,Super
3461,Price have been dropped in one day kindly refund,2.0 out of 5 stars,Price drop
3462,"Good product, worth for the money",5.0 out of 5 stars,Excellent
3463,Awesome product and delivery !!!!,5.0 out of 5 stars,Awesome product and delivery !!!!
3464,This product by amazon in awesome,5.0 out of 5 stars,Best deal
3465,Good phone and better performance,5.0 out of 5 stars,Good phone
3466,Great deal and fully satisfied with phone,5.0 out of 5 stars,Satisfied with deal
3467,Awesome product.. value for money indeed!,5.0 out of 5 stars,Great product!
3468,Nice phone very pretty colour and pattern,4.0 out of 5 stars,Smart
3469,The camera quality needs a serious boost.,4.0 out of 5 stars,Good phone with a poor camera
3470,Simply stunning...worth everypenny ...!!!,5.0 out of 5 stars,Jus love it
3471,iPhone is iPhone no comparison with other,5.0 out of 5 stars,Best phone to update
3472,Great performance and Better life so good,5.0 out of 5 stars,Performance
3473,It is very Bad product don’t go for it!!!,1.0 out of 5 stars,Bad Product!!
3474,Superb design and convenient for handling,5.0 out of 5 stars,Awesome
3475,Received what was ordered,5.0 out of 5 stars,Good buy
3476,Happy but heavy in weight,4.0 out of 5 stars,Heavy in weight
3477,Such a great mobile phone,4.0 out of 5 stars,Beautiful phone
3478,NYC phone for stylish use,5.0 out of 5 stars,iPhone XR
3479,Beautiful phone in red 😍,5.0 out of 5 stars,I love Apple products
3480,Good phone! Great battery,5.0 out of 5 stars,Great phone
3481,Very good product nicely delivered by amazon,4.0 out of 5 stars,Thanx anazon
3482,It's very good,5.0 out of 5 stars,Apple is good
3483,Amazing phone,5.0 out of 5 stars,Amazing
3484,Worth The Money !,5.0 out of 5 stars,Best Iphone
3485,It’s a good phone,5.0 out of 5 stars,Apple always
3486,Battery life poor,4.0 out of 5 stars,Battery life poor
3487,Worth every penny,5.0 out of 5 stars,Awesome
3488,Good battery life,5.0 out of 5 stars,Xr
3489,Excellent device.,5.0 out of 5 stars,Excellent
3490,Its great phone for reasonable price..!!,5.0 out of 5 stars,Amazing..!
3491,Excellent phone with amazing camera,5.0 out of 5 stars,Mind blowing Iphone XR
3492,Fabulous,5.0 out of 5 stars,Awesome
3493,Excellent,5.0 out of 5 stars,Excellent
3494,Beautiful,5.0 out of 5 stars,Beautiful
3495,Excellent,5.0 out of 5 stars,👍
3496,Very nice,5.0 out of 5 stars,Very nice
3497,Amazing..,5.0 out of 5 stars,Amazing
3498,Very good,5.0 out of 5 stars,Good
3499,Excellent,5.0 out of 5 stars,Super
3500,Two thumbs up,5.0 out of 5 stars,Great value@36k
3501,Excellent!!,5.0 out of 5 stars,Excellent
3502,Excellent phone.,4.0 out of 5 stars,Excellent phone. Go for it.
3503,Does the job.,4.0 out of 5 stars,Neat
3504,Amezing product,5.0 out of 5 stars,Best price in amezon
3505,I loved this phone,5.0 out of 5 stars,Nice1
3506,Nice phone with lots of features,5.0 out of 5 stars,Apple XR 128 GB
3507,No finger print sensor available,5.0 out of 5 stars,IphoneXR
3508,Satisfied with the budget mobile,5.0 out of 5 stars,Good budget mobile
3509,Must buy,4.0 out of 5 stars,iPhone is iPhone
3510,Amazing battery life and camera quality.,5.0 out of 5 stars,Excellent product
3511,What a feel when I hold this on my hand.,5.0 out of 5 stars,Super
3512,Everything is ok but charging very slow.,4.0 out of 5 stars,Slow charging
3513,Perfect phone in budget.,5.0 out of 5 stars,Best phone in budget.
3514,Very good phone by Apple,5.0 out of 5 stars,Good phone
3515,one of the best purchase,5.0 out of 5 stars,not in ordinary sale purchase in offer
3516,Good offer at this price,4.0 out of 5 stars,Good at this price
3517,Superb,5.0 out of 5 stars,Battery is the main headline
3518,"One word,” Brilliant “.",5.0 out of 5 stars,Never going back to Android OS
3519,Awsm phone in budget,5.0 out of 5 stars,Better responce
3520,iPhone is iPhone,5.0 out of 5 stars,Wonderful
3521,Nice as expected,5.0 out of 5 stars,Nice Product
3522,Excellent in use,5.0 out of 5 stars,Excellent
3523,No bill received,3.0 out of 5 stars,No bill received
3524,Nice one product,4.0 out of 5 stars,I like I phone
3525,Earpods received with iphone are not working properly,4.0 out of 5 stars,Accessories problem
3526,It’s not that good as we expected,1.0 out of 5 stars,It’s not that good as we expected
3527,World best phone,5.0 out of 5 stars,I love I phone
3528,Awesome!,5.0 out of 5 stars,Best iPhone ever
3529,Loved it,4.0 out of 5 stars,😍
3530,Face recognition is not as per acceptance.,3.0 out of 5 stars,Review of XR
3531,Superb mobile,5.0 out of 5 stars,Superb mobile
3532,Love it  Xr,5.0 out of 5 stars,😘
3533,Battery life should be improved,5.0 out of 5 stars,iPhone XR
3534,It’s ok but not as much of cost,4.0 out of 5 stars,It’s ok
3535,Good one for 50K+ Budget Apple Phone...,5.0 out of 5 stars,iPhone XR
3536,My data cable started to getting damage,5.0 out of 5 stars,Feedback
3537,It’s amazing and I got this just at 38k,5.0 out of 5 stars,Marvellous
3538,I want an copy of invoice of this order,5.0 out of 5 stars,Invoice
3539,Battery is Better than previous iPhones,5.0 out of 5 stars,Awesome... But weighted
3540,"Hot spot is not working, can u guide me",4.0 out of 5 stars,iPhone hotspot problem
3541,Product is very nice and delivery by Amazon is just superb,5.0 out of 5 stars,Too fast delivery
3542,Value for money product,5.0 out of 5 stars,Wow
3543,Kudos to RAM management,5.0 out of 5 stars,iPhone XR
3544,Good product from apple,4.0 out of 5 stars,Good product
3545,Good one,4.0 out of 5 stars,Good one
3546,Super mobile....over weight,5.0 out of 5 stars,"Nice phone, but over weight"
3547,Best,5.0 out of 5 stars,Beat phone
3548,Very good,5.0 out of 5 stars,Value for money
3549,Worth the money,5.0 out of 5 stars,Impressive
3550,Excellent phone,4.0 out of 5 stars,iPhone XR
3551,"I just love it,",5.0 out of 5 stars,Love it
3552,Very good phone,5.0 out of 5 stars,Best iPhone in terms of battery
3553,Amazing product,5.0 out of 5 stars,Excellent
3554,Not a good mobile thn x,3.0 out of 5 stars,Should be better
3555,Good,5.0 out of 5 stars,Good
3556,Awesome,5.0 out of 5 stars,Awesome
3557,Genuine,5.0 out of 5 stars,Genuine
3558,Awesome,5.0 out of 5 stars,Only if you are iPhone lover
3559,Display could have been better,5.0 out of 5 stars,Good
3560,Zabardast,5.0 out of 5 stars,Excellent.
3561,Good product,5.0 out of 5 stars,Good product
3562,Thik thaak h,5.0 out of 5 stars,ठीक ह
3563,Very nice iphone,5.0 out of 5 stars,Nice iPhone.....
3564,Nice product by Amazon,5.0 out of 5 stars,Xr apple
3565,Excellent phone,5.0 out of 5 stars,Awesome phone
3566,Fingerprit and Battery is Good,5.0 out of 5 stars,Superb Phone
3567,i love this iphone red edition,5.0 out of 5 stars,nice product very smooth
3568,best phone i got for rs 39990.,5.0 out of 5 stars,best phone at rs 39990
3569,Thanks amazon for real product,5.0 out of 5 stars,Awesome
3570,Super phone im fully satisfied,5.0 out of 5 stars,Worth it
3571,Fantastic product love from me,5.0 out of 5 stars,Iphone xr is very good mobile to bye
3572,Grt purchase at grt price...👍,5.0 out of 5 stars,Apple  X R
3573,Very product delivered...am very happy,5.0 out of 5 stars,Awesome
3574,Amazing phone with awsm batary back up,5.0 out of 5 stars,Xr
3575,I phone xr is one of the best I phone.,4.0 out of 5 stars,XR
3576,Nice product timely deliverd by amazon,5.0 out of 5 stars,Ultimate product
3577,"Problem with speaker,kindly contact me",1.0 out of 5 stars,iPhone Xr problem
3578,ITS AMAZING PHONE WITH GOOD FEATURES..,5.0 out of 5 stars,AMAZING PHONE
3579,It's better than anything must buy😍😍,5.0 out of 5 stars,Iphone Xr I Love You 🙈🙈
3580,Wow... It's amazing u can go for it...,5.0 out of 5 stars,Over all its superb...
3581,Incoming ringing volume is not working.,4.0 out of 5 stars,Incoming ringing volume is not working
